ticker,return,volatility,draw_down,max_draw_down,sharpe
HCN,0.346462140765,0.109142062441,-0.0428999236481,-0.245899525448,0.276545000873
WY,-0.103684786318,0.108509677074,-0.239184490297,-0.348856419692,-0.100288665217
CVX,0.829682122728,0.136419084189,-0.0279328376121,-0.310031773929,0.45632044095
COP,1.55390288555,0.140358474069,-0.00422250780249,-0.233601298635,0.700046407708
EQT,1.55155248638,0.118551651381,-0.072039072039,-0.130816669781,0.827962904867
XOM,0.901916271002,0.131951979082,-0.0107120316034,-0.203009078018,0.502987084898
HES,1.27051975738,0.126274872725,-0.023532931605,-0.191060410389,0.676470082649
MUR,1.13256636602,0.141154661518,-0.0437240232752,-0.17465900521,0.557129659005
OXY,1.30335835154,0.110123701709,0.0,-0.180968468468,0.789841527943
OKE,1.22863244638,0.129759078151,-0.0945782982618,-0.301763327428,0.642750699967
WMB,0.168991934693,0.0847387686815,-0.0525164113785,-0.144173424433,0.185633746953
T,0.32516987897,0.100293096334,-0.160341452108,-0.200712676407,0.284591464073
CTL,0.0767874301469,0.0923375247657,-0.142779142779,-0.194536137798,0.0803861150703
FTR,0.0231881655719,0.0823207328142,-0.132003241364,-0.202397480209,0.0278672356564
VZ,0.172965842113,0.0975015343622,-0.136247778978,-0.200512608038,0.1648692078
